Mode,Category,Subcategory,Metric,Unit,Year,Month,Value,Notes,Source
Land,Public Transport Fleet,Jenis IV (Bajaj+Kancil),Units,unit,2023,,5695.0,Tabel 2.4 (2019–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Public Transport Fleet,Jenis IV (Bajaj+Kancil),Units,unit,2024,,6025.0,Tabel 2.4 (2019–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Public Transport Fleet,Mobil Cargo,Units,unit,2023,,35432.0,Gambar 2.4 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Public Transport Fleet,Mobil Cargo,Units,unit,2024,,35432.0,Gambar 2.4 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Public Transport Fleet,Taksi,Units,unit,2023,,24182.0,Gambar 2.4 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Public Transport Fleet,Taksi,Units,unit,2024,,31136.0,Gambar 2.4 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,Agustus,681321.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,April,578444.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,Desember,902219.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,Februari,350763.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,Januari,464981.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,Juli,876243.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,Juni,718903.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,Maret,560007.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,Mei,868192.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,November,677038.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,Oktober,708742.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2023,September,662360.0,Appendix 7 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,Agustus,899943.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,April,1157238.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,Desember,1050421.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,Februari,814253.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,Januari,788752.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,Juli,976762.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,Juni,957691.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,Maret,717617.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,Mei,895480.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,November,815995.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,Oktober,841390.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail (Intercity),Kereta Api,Passengers,people,2024,September,840898.0,Appendix 7 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,Agustus,304869.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,April,228306.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,Desember,315195.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,Februari,312590.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,Januari,335848.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,Juli,314487.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,Juni,312122.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,Maret,315169.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,Mei,317172.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,November,292760.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,Oktober,342171.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,All commodities,Total,ton,2024,September,304066.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,Agustus,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,April,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,Desember,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,Februari,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,Januari,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,Juli,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,Juni,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,Maret,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,Mei,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,November,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,Oktober,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Batubara,ton,2024,September,0.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,Agustus,1948.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,April,4588.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,Desember,9130.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,Februari,6442.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,Januari,3980.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,Juli,3086.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,Juni,7270.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,Maret,10496.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,Mei,9998.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,November,7650.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,Oktober,8496.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Others,ton,2024,September,4337.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,Agustus,285767.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,April,212174.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,Desember,291264.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,Februari,293975.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,Januari,292028.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,Juli,293876.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,Juni,288647.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,Maret,288608.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,Mei,288046.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,November,266308.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,Oktober,310969.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Containerized,ton,2024,September,282369.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,Agustus,8154.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,April,4464.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,Desember,7000.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,Februari,6413.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,Januari,7880.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,Juli,8165.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,Juni,6645.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,Maret,6225.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,Mei,6688.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,November,7882.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,Oktober,8506.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Retail,ton,2024,September,7520.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,Agustus,9000.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,April,7080.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,Desember,7800.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,Februari,5760.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,Januari,31960.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,Juli,9360.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,Juni,9560.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,Maret,9840.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,Mei,12440.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,November,10920.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,Oktober,14200.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Rail Freight,By commodity,Cement,ton,2024,September,9840.0,Appendix 8 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,DKI Jakarta,Road length (all statuses),km,2024,,6504.71,Appendix 1 / Gambar 2.2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,West Jakarta,Road length (Good),km,2024,,1047.7,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,West Jakarta,Road length (Heavily Damaged),km,2024,,0.0,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,West Jakarta,Road length (Lightly Damaged),km,2024,,19.88,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,West Jakarta,Road length (Fair),km,2024,,114.37,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,West Jakarta,Road length (all statuses),km,2024,,1181.95,Appendix 1 / Gambar 2.2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,Central Jakarta,Road length (Good),km,2024,,652.51,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,Central Jakarta,Road length (Heavily Damaged),km,2024,,0.0,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,Central Jakarta,Road length (Lightly Damaged),km,2024,,23.05,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,Central Jakarta,Road length (Fair),km,2024,,17.82,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,Central Jakarta,Road length (all statuses),km,2024,,693.38,Appendix 1 / Gambar 2.2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,South Jakarta,Road length (Good),km,2024,,1813.9,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,South Jakarta,Road length (Heavily Damaged),km,2024,,0.0,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,South Jakarta,Road length (Lightly Damaged),km,2024,,60.89,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,South Jakarta,Road length (Fair),km,2024,,131.23,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,South Jakarta,Road length (all statuses),km,2024,,2006.02,Appendix 1 / Gambar 2.2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,East Jakarta,Road length (Good),km,2024,,1390.18,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,East Jakarta,Road length (Heavily Damaged),km,2024,,0.0,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,East Jakarta,Road length (Lightly Damaged),km,2024,,53.25,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,East Jakarta,Road length (Fair),km,2024,,77.23,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,East Jakarta,Road length (all statuses),km,2024,,1520.66,Appendix 1 / Gambar 2.2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,North Jakarta,Road length (Good),km,2024,,1067.03,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,North Jakarta,Road length (Heavily Damaged),km,2024,,0.0,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,North Jakarta,Road length (Lightly Damaged),km,2024,,18.36,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,North Jakarta,Road length (Fair),km,2024,,17.31,Tabel 2.2 / Appendix 2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,North Jakarta,Road length (all statuses),km,2024,,1102.7,Appendix 1 / Gambar 2.2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,Roads,Thousand Islands Regency,Road length (all statuses),km,2024,,0.0,Appendix 1 / Gambar 2.2 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 1 Blok M–City,Passengers,people,2023,,19263919.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 1 Blok M–City,Passengers,people,2024,,20894026.0,Tabel 2.5 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Land,TransJakarta,Corridor 10 Tanjung Priok–PGC,Passengers,people,2023,,7970404.0,Tabel 2.5 (2023),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
