Mode,Category,Subcategory,Metric,Unit,Year,Month,Value,Notes,Source
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,Desember,80.0,Appendix 13 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,Februari,92.0,Appendix 13 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,Januari,128.0,Appendix 13 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,Juli,127.0,Appendix 13 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,Juni,120.0,Appendix 13 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,Maret,119.0,Appendix 13 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,Mei,129.0,Appendix 13 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,November,103.0,Appendix 13 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,Oktober,122.0,Appendix 13 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,September,107.0,Appendix 13 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Flights – International,Arrivals,trips,2024,,1117.0,Tabel 4.1,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers,Total passengers,people,2020,,2005414.0,Gambar 4.2 (2020–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers,Total passengers,people,2021,,1491118.0,Gambar 4.2 (2020–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers,Total passengers,people,2022,,978182.0,Gambar 4.2 (2020–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers,Total passengers,people,2023,,3793245.0,Gambar 4.2 (2020–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers,Total passengers,people,2024,,3357065.0,Gambar 4.2 (2020–2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2020,,979654.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2021,,735459.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2022,,447030.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2023,,1934244.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,Agustus,152614.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,April,159640.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,Desember,157216.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,Februari,120077.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,Januari,116052.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,Juli,166396.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,Juni,135521.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,Maret,116059.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,Mei,131455.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,November,144751.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,Oktober,147647.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,September,146680.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Departures,people,2024,,1694108.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2020,,1023137.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2021,,753815.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2022,,499677.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2023,,1851161.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,Agustus,151845.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,April,154341.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,Desember,152382.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,Februari,121860.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,Januari,122220.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,Juli,163352.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,Juni,121408.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,Maret,115009.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,Mei,123697.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,November,134652.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,Oktober,146678.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,September,148816.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – Domestic,Arrivals,people,2024,,1656260.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2020,,1778.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2021,,1229.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2022,,640.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2023,,4586.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,Agustus,310.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,April,378.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,Desember,257.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,Februari,327.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,Januari,409.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,Juli,300.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,Juni,304.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,Maret,384.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,Mei,453.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,November,288.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,Oktober,395.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,September,293.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Departures,people,2024,,4098.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2020,,845.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2021,,615.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2022,,835.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2023,,3254.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,Agustus,259.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,April,160.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,Desember,43.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,Februari,142.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,Januari,400.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,Juli,193.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,Juni,162.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,Maret,263.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,Mei,262.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,November,193.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,Oktober,319.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,September,203.0,Appendix 14 (2024),"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
Air,Halim Perdanakusuma,Passengers – International,Arrivals,people,2024,,2599.0,Tabel 4.2,"BPS Provinsi DKI Jakarta – Statistik Transportasi Provinsi DKI Jakarta 2024 (Vol 17, 2025)"
