gadm_id,gadm_name,country,polygon_level,home_to_ping_distance_category,distance_category_ping_fraction,ds,_source_file
IDN.7.4_1,Jakarta Timur,IDN,2,"[10, 100)",0.053158639863415,2025-10-26,1922039342088483_2025-10-26.csv
IDN.7.4_1,Jakarta Timur,IDN,2,100+,0.0037542197940467,2025-10-26,1922039342088483_2025-10-26.csv
IDN.7.5_1,Jakarta Utara,IDN,2,0,0.4011542379440939,2025-10-26,1922039342088483_2025-10-26.csv
IDN.7.5_1,Jakarta Utara,IDN,2,"(0, 10)",0.55367702502651,2025-10-26,1922039342088483_2025-10-26.csv
IDN.7.5_1,Jakarta Utara,IDN,2,"[10, 100)",0.0415719696631605,2025-10-26,1922039342088483_2025-10-26.csv
IDN.7.5_1,Jakarta Utara,IDN,2,100+,0.0036592169929498,2025-10-26,1922039342088483_2025-10-26.csv
IDN.7.6_1,Kepulauan Seribu,IDN,2,0,0.4402595497245469,2025-10-26,1922039342088483_2025-10-26.csv
IDN.7.6_1,Kepulauan Seribu,IDN,2,"(0, 10)",0.5453367331896983,2025-10-26,1922039342088483_2025-10-26.csv
IDN.7.6_1,Kepulauan Seribu,IDN,2,"[10, 100)",0.013701222924285,2025-10-26,1922039342088483_2025-10-26.csv
IDN.7.6_1,Kepulauan Seribu,IDN,2,100+,4.078832549667522e-05,2025-10-26,1922039342088483_2025-10-26.csv
IDN.7.1_1,Jakarta Barat,IDN,2,0,0.4082316321538005,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.1_1,Jakarta Barat,IDN,2,"(0, 10)",0.5571360480867801,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.1_1,Jakarta Barat,IDN,2,"[10, 100)",0.0325768140401858,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.1_1,Jakarta Barat,IDN,2,100+,0.0020318470930221,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.2_1,Jakarta Pusat,IDN,2,0,0.397105993161045,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.2_1,Jakarta Pusat,IDN,2,"(0, 10)",0.5631880193303511,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.2_1,Jakarta Pusat,IDN,2,"[10, 100)",0.034452944830804,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.2_1,Jakarta Pusat,IDN,2,100+,0.0052225008358799,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.3_1,Jakarta Selatan,IDN,2,0,0.4036990569187833,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.3_1,Jakarta Selatan,IDN,2,"(0, 10)",0.5535852665868307,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.3_1,Jakarta Selatan,IDN,2,"[10, 100)",0.0401931703304397,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.3_1,Jakarta Selatan,IDN,2,100+,0.0025028545862995,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.4_1,Jakarta Timur,IDN,2,0,0.4087768742552392,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.4_1,Jakarta Timur,IDN,2,"(0, 10)",0.5393889559248293,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.4_1,Jakarta Timur,IDN,2,"[10, 100)",0.0493501827975445,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.4_1,Jakarta Timur,IDN,2,100+,0.0024829901251572,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.5_1,Jakarta Utara,IDN,2,0,0.4089641860675567,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.5_1,Jakarta Utara,IDN,2,"(0, 10)",0.5510634292815276,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.5_1,Jakarta Utara,IDN,2,"[10, 100)",0.0373325527082494,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.5_1,Jakarta Utara,IDN,2,100+,0.0026250921593082,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.6_1,Kepulauan Seribu,IDN,2,0,0.4244996100592642,2025-10-23,1922039342088483_2025-10-23.csv
IDN.7.6_1,Kepulauan Seribu,IDN,2,"(0, 10)",0.5610122712494232,2025-10-23,1922039342088483_2025-10-23.csv
